Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
DESERT SPRINGS HOSPITAL,290022,NV,READM-30-CABG-HRRP,70,,1.1209,16.9095,15.0851,16,1-Jul-12,30-Jun-15
DESERT SPRINGS HOSPITAL,290022,NV,READM-30-COPD-HRRP,300,,1.1471,21.9155,19.1056,75,1-Jul-12,30-Jun-15
DESERT SPRINGS HOSPITAL,290022,NV,READM-30-HF-HRRP,285,,1.0921,23.341,21.372,72,1-Jul-12,30-Jun-15
DESERT SPRINGS HOSPITAL,290022,NV,READM-30-HIP-KNEE-HRRP,Not Available,,0.9149,5.4072,5.9103,Too Few to Report,1-Jul-12,30-Jun-15
DESERT SPRINGS HOSPITAL,290022,NV,READM-30-PN-HRRP,305,,1.1792,20.0734,17.0228,70,1-Jul-12,30-Jun-15
NORTHERN NEVADA MEDICAL CENTER,290032,NV,READM-30-AMI-HRRP,90,,1.0039,15.3056,15.246,14,1-Jul-12,30-Jun-15
NORTHERN NEVADA MEDICAL CENTER,290032,NV,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
NORTHERN NEVADA MEDICAL CENTER,290032,NV,READM-30-COPD-HRRP,150,,0.9437,16.4813,17.4653,21,1-Jul-12,30-Jun-15
NORTHERN NEVADA MEDICAL CENTER,290032,NV,READM-30-HF-HRRP,80,,1.0789,21.6854,20.1004,22,1-Jul-12,30-Jun-15
NORTHERN NEVADA MEDICAL CENTER,290032,NV,READM-30-HIP-KNEE-HRRP,241,,1.0944,4.6685,4.266,13,1-Jul-12,30-Jun-15
NORTHERN NEVADA MEDICAL CENTER,290032,NV,READM-30-PN-HRRP,184,,1.0704,17.1186,15.9922,35,1-Jul-12,30-Jun-15
MOUNTAINVIEW HOSPITAL,290039,NV,READM-30-AMI-HRRP,323,,1.0481,17.4012,16.6026,59,1-Jul-12,30-Jun-15
MOUNTAINVIEW HOSPITAL,290039,NV,READM-30-CABG-HRRP,125,,0.9044,13.2357,14.6341,13,1-Jul-12,30-Jun-15
MOUNTAINVIEW HOSPITAL,290039,NV,READM-30-COPD-HRRP,619,,1.0264,20.3946,19.871,128,1-Jul-12,30-Jun-15
MOUNTAINVIEW HOSPITAL,290039,NV,READM-30-HF-HRRP,609,,1.1576,26.2094,22.6411,169,1-Jul-12,30-Jun-15
MOUNTAINVIEW HOSPITAL,290039,NV,READM-30-HIP-KNEE-HRRP,Not Available,,0.8529,4.0725,4.7747,Too Few to Report,1-Jul-12,30-Jun-15
MOUNTAINVIEW HOSPITAL,290039,NV,READM-30-PN-HRRP,873,,1.0927,20.3023,18.5793,182,1-Jul-12,30-Jun-15
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,NV,READM-30-AMI-HRRP,214,,1.103,18.7335,16.9834,46,1-Jul-12,30-Jun-15
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,NV,READM-30-CABG-HRRP,63,,1.1947,15.4555,12.9368,16,1-Jul-12,30-Jun-15
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,NV,READM-30-COPD-HRRP,330,,0.971,18.4668,19.0184,59,1-Jul-12,30-Jun-15
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,NV,READM-30-HF-HRRP,415,,1.0774,23.2188,21.5502,101,1-Jul-12,30-Jun-15
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,NV,READM-30-HIP-KNEE-HRRP,Not Available,,0.8719,3.6442,4.1798,Too Few to Report,1-Jul-12,30-Jun-15
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,NV,READM-30-PN-HRRP,445,,0.9168,15.3836,16.7804,64,1-Jul-12,30-Jun-15
HARMON HOSPITAL,290042,NV,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HARMON HOSPITAL,290042,NV,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HARMON HOSPITAL,290042,NV,READM-30-COPD-HRRP,0,7,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HARMON HOSPITAL,290042,NV,READM-30-HF-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HARMON HOSPITAL,290042,NV,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HARMON HOSPITAL,290042,NV,READM-30-PN-HRRP,0,7,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,290045,NV,READM-30-AMI-HRRP,277,,1.0371,15.8463,15.2788,46,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,290045,NV,READM-30-CABG-HRRP,117,,1.0357,14.3314,13.8368,18,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,290045,NV,READM-30-COPD-HRRP,306,,1.013,18.9994,18.7558,59,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,290045,NV,READM-30-HF-HRRP,478,,0.9574,20.2191,21.1183,94,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,290045,NV,READM-30-HIP-KNEE-HRRP,1263,,0.9063,4.0307,4.4474,49,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,290045,NV,READM-30-PN-HRRP,471,,1.0087,16.4666,16.3254,78,1-Jul-12,30-Jun-15
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,NV,READM-30-AMI-HRRP,163,,1.0873,16.0888,14.7963,31,1-Jul-12,30-Jun-15
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,NV,READM-30-CABG-HRRP,61,,1.049,16.7531,15.9703,12,1-Jul-12,30-Jun-15
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,NV,READM-30-COPD-HRRP,195,,0.9561,17.3957,18.1937,31,1-Jul-12,30-Jun-15
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,NV,READM-30-HF-HRRP,201,,0.9957,21.5246,21.6172,43,1-Jul-12,30-Jun-15
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,NV,READM-30-HIP-KNEE-HRRP,335,,0.9674,4.3717,4.5188,14,1-Jul-12,30-Jun-15
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,NV,READM-30-PN-HRRP,306,,1.17,18.8968,16.1506,66,1-Jul-12,30-Jun-15
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,NV,READM-30-AMI-HRRP,Not Available,,0.9859,15.4723,15.6943,Too Few to Report,1-Jul-12,30-Jun-15
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,NV,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,NV,READM-30-COPD-HRRP,177,,0.9797,18.2698,18.6474,31,1-Jul-12,30-Jun-15
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,NV,READM-30-HF-HRRP,163,,1.0257,22.9564,22.3815,39,1-Jul-12,30-Jun-15
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,NV,READM-30-HIP-KNEE-HRRP,Not Available,,0.9319,4.0201,4.3141,Too Few to Report,1-Jul-12,30-Jun-15
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,NV,READM-30-PN-HRRP,318,,1.0001,16.979,16.9768,54,1-Jul-12,30-Jun-15
RENOWN SOUTH MEADOWS MEDICAL CENTER,290049,NV,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
RENOWN SOUTH MEADOWS MEDICAL CENTER,290049,NV,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
RENOWN SOUTH MEADOWS MEDICAL CENTER,290049,NV,READM-30-COPD-HRRP,107,,1.0107,18.0505,17.8592,20,1-Jul-12,30-Jun-15
RENOWN SOUTH MEADOWS MEDICAL CENTER,290049,NV,READM-30-HF-HRRP,93,,0.9256,17.8344,19.2682,12,1-Jul-12,30-Jun-15
RENOWN SOUTH MEADOWS MEDICAL CENTER,290049,NV,READM-30-HIP-KNEE-HRRP,Not Available,,0.8376,3.4786,4.1532,Too Few to Report,1-Jul-12,30-Jun-15
RENOWN SOUTH MEADOWS MEDICAL CENTER,290049,NV,READM-30-PN-HRRP,221,,0.8986,13.2568,14.753,24,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,290053,NV,READM-30-AMI-HRRP,77,,1.043,17.5403,16.8173,16,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,290053,NV,READM-30-CABG-HRRP,61,,1.0529,16.5321,15.7016,12,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,290053,NV,READM-30-COPD-HRRP,165,,1.1327,22.1195,19.5279,45,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,290053,NV,READM-30-HF-HRRP,195,,1.0462,22.1607,21.1823,46,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,290053,NV,READM-30-HIP-KNEE-HRRP,Not Available,,0.9846,4.4056,4.4746,Too Few to Report,1-Jul-12,30-Jun-15
ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,290053,NV,READM-30-PN-HRRP,299,,0.949,16.2884,17.1636,46,1-Jul-12,30-Jun-15
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,NV,READM-30-AMI-HRRP,Not Available,,0.9085,12.0251,13.2359,Too Few to Report,1-Jul-12,30-Jun-15
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,NV,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,NV,READM-30-COPD-HRRP,186,,0.953,16.7237,17.5493,28,1-Jul-12,30-Jun-15
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,NV,READM-30-HF-HRRP,219,,0.9799,21.5794,22.0219,46,1-Jul-12,30-Jun-15
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,NV,READM-30-HIP-KNEE-HRRP,564,,1.106,4.9686,4.4924,30,1-Jul-12,30-Jun-15
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,NV,READM-30-PN-HRRP,186,,0.8963,15.4045,17.1861,23,1-Jul-12,30-Jun-15
MOUNTAIN'S EDGE HOSPITAL,290056,NV,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MOUNTAIN'S EDGE HOSPITAL,290056,NV,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MOUNTAIN'S EDGE HOSPITAL,290056,NV,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MOUNTAIN'S EDGE HOSPITAL,290056,NV,READM-30-HF-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MOUNTAIN'S EDGE HOSPITAL,290056,NV,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MOUNTAIN'S EDGE HOSPITAL,290056,NV,READM-30-PN-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CONCORD HOSPITAL,300001,NH,READM-30-AMI-HRRP,305,,0.8578,12.3149,14.357,29,1-Jul-12,30-Jun-15
CONCORD HOSPITAL,300001,NH,READM-30-CABG-HRRP,Not Available,,0.9022,10.6919,11.8513,Too Few to Report,1-Jul-12,30-Jun-15
CONCORD HOSPITAL,300001,NH,READM-30-COPD-HRRP,506,,1.0021,18.7471,18.7071,95,1-Jul-12,30-Jun-15
CONCORD HOSPITAL,300001,NH,READM-30-HF-HRRP,711,,0.8685,17.9156,20.6274,119,1-Jul-12,30-Jun-15
CONCORD HOSPITAL,300001,NH,READM-30-HIP-KNEE-HRRP,1332,,0.822,3.5128,4.2738,43,1-Jul-12,30-Jun-15
CONCORD HOSPITAL,300001,NH,READM-30-PN-HRRP,844,,0.9299,14.651,15.7559,120,1-Jul-12,30-Jun-15
MARY HITCHCOCK MEMORIAL HOSPITAL,300003,NH,READM-30-AMI-HRRP,996,,0.7523,11.0254,14.6552,94,1-Jul-12,30-Jun-15
MARY HITCHCOCK MEMORIAL HOSPITAL,300003,NH,READM-30-CABG-HRRP,217,,0.9605,12.6208,13.1392,26,1-Jul-12,30-Jun-15
MARY HITCHCOCK MEMORIAL HOSPITAL,300003,NH,READM-30-COPD-HRRP,260,,0.8715,18.5501,21.2851,39,1-Jul-12,30-Jun-15
MARY HITCHCOCK MEMORIAL HOSPITAL,300003,NH,READM-30-HF-HRRP,633,,0.8836,18.3964,20.8189,109,1-Jul-12,30-Jun-15
MARY HITCHCOCK MEMORIAL HOSPITAL,300003,NH,READM-30-HIP-KNEE-HRRP,1053,,0.6863,3.1583,4.6016,26,1-Jul-12,30-Jun-15
MARY HITCHCOCK MEMORIAL HOSPITAL,300003,NH,READM-30-PN-HRRP,467,,0.9139,14.8962,16.2996,65,1-Jul-12,30-Jun-15
LAKES REGION GENERAL HOSPITAL,300005,NH,READM-30-AMI-HRRP,Not Available,,0.9651,20.6139,21.3602,Too Few to Report,1-Jul-12,30-Jun-15
LAKES REGION GENERAL HOSPITAL,300005,NH,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LAKES REGION GENERAL HOSPITAL,300005,NH,READM-30-COPD-HRRP,241,,0.985,17.8346,18.1063,42,1-Jul-12,30-Jun-15
LAKES REGION GENERAL HOSPITAL,300005,NH,READM-30-HF-HRRP,301,,0.966,18.9558,19.623,55,1-Jul-12,30-Jun-15
LAKES REGION GENERAL HOSPITAL,300005,NH,READM-30-HIP-KNEE-HRRP,270,,1.0368,4.9236,4.7489,14,1-Jul-12,30-Jun-15
LAKES REGION GENERAL HOSPITAL,300005,NH,READM-30-PN-HRRP,363,,0.9305,14.7751,15.878,50,1-Jul-12,30-Jun-15
ST JOSEPH HOSPITAL,300011,NH,READM-30-AMI-HRRP,150,,1.0897,19.8675,18.2321,35,1-Jul-12,30-Jun-15
ST JOSEPH HOSPITAL,300011,NH,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ST JOSEPH HOSPITAL,300011,NH,READM-30-COPD-HRRP,297,,1.0062,18.7189,18.6044,56,1-Jul-12,30-Jun-15
ST JOSEPH HOSPITAL,300011,NH,READM-30-HF-HRRP,446,,1.0114,20.9219,20.6865,94,1-Jul-12,30-Jun-15
ST JOSEPH HOSPITAL,300011,NH,READM-30-HIP-KNEE-HRRP,310,,1.2095,5.252,4.3424,20,1-Jul-12,30-Jun-15
ST JOSEPH HOSPITAL,300011,NH,READM-30-PN-HRRP,438,,0.8953,14.2846,15.9549,57,1-Jul-12,30-Jun-15
ELLIOT HOSPITAL,300012,NH,READM-30-AMI-HRRP,170,,1.0457,17.2764,16.521,32,1-Jul-12,30-Jun-15
ELLIOT HOSPITAL,300012,NH,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ELLIOT HOSPITAL,300012,NH,READM-30-COPD-HRRP,434,,0.9768,20.1794,20.6578,86,1-Jul-12,30-Jun-15
ELLIOT HOSPITAL,300012,NH,READM-30-HF-HRRP,535,,1.1484,24.9122,21.6928,142,1-Jul-12,30-Jun-15
ELLIOT HOSPITAL,300012,NH,READM-30-HIP-KNEE-HRRP,452,,0.9081,3.952,4.3519,16,1-Jul-12,30-Jun-15
ELLIOT HOSPITAL,300012,NH,READM-30-PN-HRRP,697,,0.9225,16.0912,17.4438,108,1-Jul-12,30-Jun-15
FRISBIE MEMORIAL HOSPITAL,300014,NH,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
FRISBIE MEMORIAL HOSPITAL,300014,NH,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
FRISBIE MEMORIAL HOSPITAL,300014,NH,READM-30-COPD-HRRP,292,,1.0083,17.6258,17.4808,52,1-Jul-12,30-Jun-15
FRISBIE MEMORIAL HOSPITAL,300014,NH,READM-30-HF-HRRP,239,,0.9656,19.7138,20.4161,45,1-Jul-12,30-Jun-15
FRISBIE MEMORIAL HOSPITAL,300014,NH,READM-30-HIP-KNEE-HRRP,Not Available,,0.9254,4.3042,4.651,Too Few to Report,1-Jul-12,30-Jun-15
FRISBIE MEMORIAL HOSPITAL,300014,NH,READM-30-PN-HRRP,319,,0.933,14.25,15.2729,42,1-Jul-12,30-Jun-15
PARKLAND MEDICAL CENTER,300017,NH,READM-30-AMI-HRRP,97,,0.9951,15.7572,15.8344,15,1-Jul-12,30-Jun-15
PARKLAND MEDICAL CENTER,300017,NH,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PARKLAND MEDICAL CENTER,300017,NH,READM-30-COPD-HRRP,291,,1.0814,19.8658,18.3699,63,1-Jul-12,30-Jun-15
PARKLAND MEDICAL CENTER,300017,NH,READM-30-HF-HRRP,302,,1.0306,21.9033,21.2524,68,1-Jul-12,30-Jun-15
PARKLAND MEDICAL CENTER,300017,NH,READM-30-HIP-KNEE-HRRP,Not Available,,1.0977,4.7993,4.3722,Too Few to Report,1-Jul-12,30-Jun-15
PARKLAND MEDICAL CENTER,300017,NH,READM-30-PN-HRRP,392,,1.0217,17.8248,17.4464,71,1-Jul-12,30-Jun-15
WENTWORTH-DOUGLASS HOSPITAL,300018,NH,READM-30-AMI-HRRP,172,,0.9508,15.6706,16.4821,24,1-Jul-12,30-Jun-15
WENTWORTH-DOUGLASS HOSPITAL,300018,NH,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
WENTWORTH-DOUGLASS HOSPITAL,300018,NH,READM-30-COPD-HRRP,393,,0.8838,18.1138,20.4946,63,1-Jul-12,30-Jun-15
WENTWORTH-DOUGLASS HOSPITAL,300018,NH,READM-30-HF-HRRP,391,,1.0181,22.4783,22.0795,89,1-Jul-12,30-Jun-15
WENTWORTH-DOUGLASS HOSPITAL,300018,NH,READM-30-HIP-KNEE-HRRP,314,,0.9716,4.9574,5.1024,15,1-Jul-12,30-Jun-15
WENTWORTH-DOUGLASS HOSPITAL,300018,NH,READM-30-PN-HRRP,533,,0.9149,15.485,16.926,78,1-Jul-12,30-Jun-15
CHESHIRE MEDICAL CENTER,300019,NH,READM-30-AMI-HRRP,Not Available,,0.9903,19.9975,20.1928,Too Few to Report,1-Jul-12,30-Jun-15
CHESHIRE MEDICAL CENTER,300019,NH,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CHESHIRE MEDICAL CENTER,300019,NH,READM-30-COPD-HRRP,198,,0.9561,18.6627,19.5201,34,1-Jul-12,30-Jun-15
CHESHIRE MEDICAL CENTER,300019,NH,READM-30-HF-HRRP,249,,0.9789,21.412,21.8735,52,1-Jul-12,30-Jun-15
CHESHIRE MEDICAL CENTER,300019,NH,READM-30-HIP-KNEE-HRRP,Not Available,,0.892,4.152,4.6546,Too Few to Report,1-Jul-12,30-Jun-15
CHESHIRE MEDICAL CENTER,300019,NH,READM-30-PN-HRRP,387,,0.8251,13.3318,16.1571,42,1-Jul-12,30-Jun-15
SOUTHERN NH MEDICAL CENTER,300020,NH,READM-30-AMI-HRRP,142,,0.9166,14.0397,15.3175,15,1-Jul-12,30-Jun-15
SOUTHERN NH MEDICAL CENTER,300020,NH,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SOUTHERN NH MEDICAL CENTER,300020,NH,READM-30-COPD-HRRP,293,,1.0214,19.3197,18.9149,58,1-Jul-12,30-Jun-15
SOUTHERN NH MEDICAL CENTER,300020,NH,READM-30-HF-HRRP,407,,0.9549,21.0919,22.089,83,1-Jul-12,30-Jun-15
SOUTHERN NH MEDICAL CENTER,300020,NH,READM-30-HIP-KNEE-HRRP,Not Available,,1.0141,4.4426,4.381,Too Few to Report,1-Jul-12,30-Jun-15
SOUTHERN NH MEDICAL CENTER,300020,NH,READM-30-PN-HRRP,511,,0.9109,14.2214,15.6126,68,1-Jul-12,30-Jun-15
EXETER HOSPITAL INC,300023,NH,READM-30-AMI-HRRP,186,,1.0363,17.1425,16.5424,34,1-Jul-12,30-Jun-15
EXETER HOSPITAL INC,300023,NH,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
EXETER HOSPITAL INC,300023,NH,READM-30-COPD-HRRP,353,,1.0603,20.7055,19.5271,77,1-Jul-12,30-Jun-15
EXETER HOSPITAL INC,300023,NH,READM-30-HF-HRRP,425,,0.9412,19.2062,20.4055,78,1-Jul-12,30-Jun-15
EXETER HOSPITAL INC,300023,NH,READM-30-HIP-KNEE-HRRP,392,,1.0064,4.0501,4.0242,16,1-Jul-12,30-Jun-15
EXETER HOSPITAL INC,300023,NH,READM-30-PN-HRRP,485,,0.9027,14.4617,16.02,65,1-Jul-12,30-Jun-15
PORTSMOUTH REGIONAL HOSPITAL,300029,NH,READM-30-AMI-HRRP,308,,0.9989,15.2812,15.2987,47,1-Jul-12,30-Jun-15
PORTSMOUTH REGIONAL HOSPITAL,300029,NH,READM-30-CABG-HRRP,223,,1.1854,16.5702,13.9788,43,1-Jul-12,30-Jun-15
PORTSMOUTH REGIONAL HOSPITAL,300029,NH,READM-30-COPD-HRRP,239,,1.0958,21.6772,19.7828,58,1-Jul-12,30-Jun-15
PORTSMOUTH REGIONAL HOSPITAL,300029,NH,READM-30-HF-HRRP,397,,0.9904,21.5598,21.768,85,1-Jul-12,30-Jun-15
PORTSMOUTH REGIONAL HOSPITAL,300029,NH,READM-30-HIP-KNEE-HRRP,677,,0.8104,3.5551,4.387,20,1-Jul-12,30-Jun-15
PORTSMOUTH REGIONAL HOSPITAL,300029,NH,READM-30-PN-HRRP,294,,1.035,17.4222,16.8334,53,1-Jul-12,30-Jun-15
CATHOLIC MEDICAL CENTER,300034,NH,READM-30-AMI-HRRP,652,,0.908,13.7234,15.1142,84,1-Jul-12,30-Jun-15
CATHOLIC MEDICAL CENTER,300034,NH,READM-30-CABG-HRRP,289,,0.9028,12.295,13.6186,32,1-Jul-12,30-Jun-15
CATHOLIC MEDICAL CENTER,300034,NH,READM-30-COPD-HRRP,525,,1.0178,20.7257,20.3635,110,1-Jul-12,30-Jun-15
CATHOLIC MEDICAL CENTER,300034,NH,READM-30-HF-HRRP,821,,0.9509,20.4719,21.5284,165,1-Jul-12,30-Jun-15
CATHOLIC MEDICAL CENTER,300034,NH,READM-30-HIP-KNEE-HRRP,421,,0.7978,3.8968,4.8845,12,1-Jul-12,30-Jun-15
CATHOLIC MEDICAL CENTER,300034,NH,READM-30-PN-HRRP,676,,0.9911,16.4886,16.6374,111,1-Jul-12,30-Jun-15
HACKENSACK UNIVERSITY MEDICAL CENTER,310001,NJ,READM-30-AMI-HRRP,708,,0.984,17.6507,17.9383,124,1-Jul-12,30-Jun-15
HACKENSACK UNIVERSITY MEDICAL CENTER,310001,NJ,READM-30-CABG-HRRP,269,,0.8772,13.2434,15.0972,31,1-Jul-12,30-Jun-15
HACKENSACK UNIVERSITY MEDICAL CENTER,310001,NJ,READM-30-COPD-HRRP,734,,1.0608,22.4682,21.1807,169,1-Jul-12,30-Jun-15
HACKENSACK UNIVERSITY MEDICAL CENTER,310001,NJ,READM-30-HF-HRRP,1385,,1.1054,25.8873,23.4187,365,1-Jul-12,30-Jun-15
HACKENSACK UNIVERSITY MEDICAL CENTER,310001,NJ,READM-30-HIP-KNEE-HRRP,1599,,1.0175,4.9819,4.8963,80,1-Jul-12,30-Jun-15
HACKENSACK UNIVERSITY MEDICAL CENTER,310001,NJ,READM-30-PN-HRRP,1394,,1.0733,19.3856,18.0613,274,1-Jul-12,30-Jun-15
NEWARK BETH ISRAEL MEDICAL CENTER,310002,NJ,READM-30-AMI-HRRP,267,,1.065,20.6416,19.3816,59,1-Jul-12,30-Jun-15
NEWARK BETH ISRAEL MEDICAL CENTER,310002,NJ,READM-30-CABG-HRRP,103,,1.0222,15.7309,15.3886,17,1-Jul-12,30-Jun-15
NEWARK BETH ISRAEL MEDICAL CENTER,310002,NJ,READM-30-COPD-HRRP,323,,1.1397,25.6007,22.4627,92,1-Jul-12,30-Jun-15
NEWARK BETH ISRAEL MEDICAL CENTER,310002,NJ,READM-30-HF-HRRP,660,,1.0293,23.9647,23.2826,160,1-Jul-12,30-Jun-15
NEWARK BETH ISRAEL MEDICAL CENTER,310002,NJ,READM-30-HIP-KNEE-HRRP,Not Available,,1.0206,5.2266,5.1212,Too Few to Report,1-Jul-12,30-Jun-15
NEWARK BETH ISRAEL MEDICAL CENTER,310002,NJ,READM-30-PN-HRRP,307,,1.2206,23.1145,18.9363,82,1-Jul-12,30-Jun-15
PALISADES MEDICAL CENTER,310003,NJ,READM-30-AMI-HRRP,124,,1.0559,21.4672,20.3305,30,1-Jul-12,30-Jun-15
PALISADES MEDICAL CENTER,310003,NJ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PALISADES MEDICAL CENTER,310003,NJ,READM-30-COPD-HRRP,404,,1.1498,21.6943,18.8676,97,1-Jul-12,30-Jun-15
PALISADES MEDICAL CENTER,310003,NJ,READM-30-HF-HRRP,445,,1.1927,27.5488,23.0977,134,1-Jul-12,30-Jun-15
PALISADES MEDICAL CENTER,310003,NJ,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PALISADES MEDICAL CENTER,310003,NJ,READM-30-PN-HRRP,568,,1.2323,21.9645,17.8243,136,1-Jul-12,30-Jun-15
HUNTERDON MEDICAL CENTER,310005,NJ,READM-30-AMI-HRRP,188,,0.9076,14.6586,16.1503,22,1-Jul-12,30-Jun-15
HUNTERDON MEDICAL CENTER,310005,NJ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HUNTERDON MEDICAL CENTER,310005,NJ,READM-30-COPD-HRRP,372,,0.9591,20.1181,20.975,72,1-Jul-12,30-Jun-15
HUNTERDON MEDICAL CENTER,310005,NJ,READM-30-HF-HRRP,356,,0.8407,18.0954,21.5231,54,1-Jul-12,30-Jun-15
HUNTERDON MEDICAL CENTER,310005,NJ,READM-30-HIP-KNEE-HRRP,304,,0.918,4.164,4.5358,11,1-Jul-12,30-Jun-15
HUNTERDON MEDICAL CENTER,310005,NJ,READM-30-PN-HRRP,527,,0.9283,15.5208,16.7195,78,1-Jul-12,30-Jun-15
